No.,Genera_Re,Latitude,Longitude,Altitude,P25mean,P10mean,NO2mean,SO2mean,P25AQGL,P10AQGL,NO2AQGL,SO2AQGL,PM25_AQI,PM10_AQI,NO2_AQI,SO2_AQI,C_AQI
426,Candelaria,9.079653333,7.512428333,493.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
427,Candelaria,9.079543333,7.512408333,494,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
428,Candelaria,9.079448333,7.512345,484.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
429,Candelaria,9.079448333,7.512345,484.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
430,Candelaria,9.079451667,7.51235,484.3,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
431,Candelaria,9.07946,7.51236,491.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
432,Physcia,9.079438333,7.512341667,487.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
433,Candelaria,9.079438333,7.512341667,487.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
434,Pyxine,9.079366667,7.512326667,487.8,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
435,Pyxine,9.079368333,7.512316667,487.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
436,Dirinaria,9.079368333,7.512316667,487.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
437,Pyxine,9.0792,7.512166667,487.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
438,Pyxine,9.079168333,7.512295,487.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
439,Physcia,9.079168333,7.512295,487.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
440,Candelaria,9.079156667,7.512308333,487.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
441,Candelaria,9.079156667,7.512308333,487.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
442,Dirinaria,9.079755,7.524503333,521.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
443,Dirinaria,9.07967,7.524398333,521.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
444,Pyxine,9.079666667,7.524381667,521.4,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
445,Dirinaria,9.079641667,7.52431,521.2,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
446,Parmotrema,9.079641667,7.52431,521.2,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
447,Pyxine,9.079641667,7.52431,521.2,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
448,Pyxine,9.079658333,7.524286667,521.09,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
449,Parmotrema,9.07965,7.52434,520.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
450,Chrysothrix,9.07965,7.52434,520.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
451,Dirinaria,9.079663333,7.524348333,520.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
452,Parmotrema,9.079663333,7.524348333,520.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
453,Chrysothrix,9.07961,7.52406,518.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
454,Parmotrema,9.079616667,7.524071667,518.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
455,Dirinaria,9.079616667,7.524071667,518.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
456,Pyxine,9.079611667,7.524065,517.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
457,Pyxine,9.079885,7.524833333,514.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
458,Parmotrema,9.079588333,7.525068333,514.3,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
459,Pyxine,9.079578333,7.52506,513.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
460,Parmotrema,9.079571667,7.525068333,514.3,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
461,Parmotrema,9.07957,7.525076667,514.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
462,Pyxine,9.07957,7.525076667,514.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
463,Pyxine,9.079616667,7.525501667,514.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
464,Parmotrema,9.079601667,7.525501667,515.3,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
465,Pyxine,9.079526667,7.52411,513.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
466,Dirinaria,9.079578333,7.524103333,515,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
467,Parmotrema,9.079596667,7.524103333,515,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
468,Lecanora,9.079596667,7.524103333,515,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
469,Dirinaria,9.079603333,7.52415,514.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
470,Lecanora,9.079603333,7.52415,514.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
471,Parmotrema,9.080588333,7.525216667,525.4,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
472,Parmotrema,9.080575,7.525188333,526.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
473,Arthonia,9.080568333,7.525486667,521,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
474,Pyxine,9.080583333,7.525521667,520.09,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
475,Pyxine,9.0806,7.525553333,523.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
476,Pyxine,9.080491667,7.525611667,524,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
477,Parmotrema,9.080096667,7.527068333,511.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
478,Parmotrema,9.080096667,7.527083333,511.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
479,Pyxine,9.080103333,7.52709,511.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
480,Parmotrema,9.080103333,7.52709,511.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
481,Pyxine,9.080108333,7.527081667,511.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
482,Dirinaria,9.080108333,7.527081667,511.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
483,Parmotrema,9.080111667,7.527111667,511.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
484,Pyxine,9.080111667,7.527111667,511.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
485,Parmotrema,9.080856667,7.527235,517.3,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
486,Parmotrema,9.080863333,7.527258333,517.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
487,Parmotrema,9.080858333,7.527276667,517.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
488,Dirinaria,9.080858333,7.527276667,517.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
489,Candelaria,9.080555556,7.52728,517.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
490,Candelaria,9.080836667,7.527283333,517.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
491,Parmotrema,9.080921667,7.527063333,516.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
492,Pyxine,9.080963333,7.527071667,516.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
493,Pyxine,9.080938333,7.527045,517,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
494,Parmotrema,9.08099,7.527038333,519,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
495,Pyxine,9.081228333,7.526381667,518.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
496,Parmotrema,9.081228333,7.526361667,519,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
497,Pyxine,9.081233333,7.526348333,518.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
498,Parmotrema,9.081233333,7.526348333,518.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
499,Parmotrema,9.081263333,7.526353333,519,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
500,Pyxine,9.081233333,7.526365,519.2,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
501,Parmotrema,9.081233333,7.526365,519.2,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
502,Pyxine,9.081233333,7.526365,519.2,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
503,Pyxine,9.081218333,7.526353333,519.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
504,Pyxine,9.081218333,7.526341667,519.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
505,Physcia,9.081236667,7.526356667,520.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
506,Pyxine,9.08123,7.526318333,520.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
507,Parmotrema,9.08121,7.5263,520.8,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
508,Bacidia,9.081148333,7.526198333,520.3,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
509,Physcia,9.081106667,7.526115,520.09,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
510,Pyxine,9.081076667,7.525458333,519.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
511,Pyxine,9.081603333,7.525271667,519.9,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
512,Pyxine,9.081613333,7.525271667,519.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
513,Pyxine,9.081746667,7.525285,519.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
514,Candelaria,9.082051667,7.525388333,519.5,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
515,Parmotrema,9.080555556,7.52728,517.7,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
516,Parmotrema,9.080836667,7.527283333,517.59,20.5,29,60.5,750,Poor,Good,ExPoor,ExPoor,136.6666667,64.44444444,242,1875,579.5277778
517,Pyxine,11.97316833,8.467431667,482.6,32.25,103.75,0,0,VPoor,ExPoor,Good,Good,215,230.5555556,0,0,111.3888889
518,Pyxine,11.973165,8.467423333,482.7,32.25,103.75,0,0,VPoor,ExPoor,Good,Good,215,230.5555556,0,0,111.3888889
519,Pyxine,11.973155,8.467415,482.7,32.25,103.75,0,0,VPoor,ExPoor,Good,Good,215,230.5555556,0,0,111.3888889
520,Pyxine,11.97288833,8.467303333,483,32.25,103.75,0,0,VPoor,ExPoor,Good,Good,215,230.5555556,0,0,111.3888889
521,Pyxine,11.97286167,8.46733,483.2,32.25,103.75,0,0,VPoor,ExPoor,Good,Good,215,230.5555556,0,0,111.3888889
522,Pyxine,11.97291167,8.467251667,483.6,32.25,103.75,0,0,VPoor,ExPoor,Good,Good,215,230.5555556,0,0,111.3888889
523,Pyxine,11.98065333,8.479788333,509.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
524,Pyxine,11.98067333,8.479798333,507.7,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
525,Pyxine,11.98072667,8.479368333,502.8,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
526,Pyxine,11.980765,8.479351667,502.6,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
527,Pyxine,11.98077833,8.47935,502.4,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
528,Pyxine,11.98051333,8.479165,503.1,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
529,Pyxine,11.98050667,8.47917,503.1,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
530,Pyxine,11.98052333,8.479166667,503.1,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
531,Pyxine,11.98055333,8.479175,503.1,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
532,Pyxine,11.98052667,8.479155,502.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
533,Pyxine,11.98041667,8.479168333,502,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
534,Pyxine,11.98052833,8.479026667,501.8,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
535,Pyxine,11.98055667,8.477945,499,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
536,Pyxine,11.98056833,8.477961667,498.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
537,Pyxine,11.98056833,8.477961667,498.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
538,Pyxine,11.98056167,8.47798,498.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
539,Pyxine,11.98056167,8.47798,498.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
540,Pyxine,11.980555,8.477976667,498.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
541,Pyxine,11.98054667,8.477985,498.6,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
542,Pyxine,11.980805,8.479126667,482.7,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
543,Pyxine,11.98062667,8.479135,482,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
544,Pyxine,11.98055833,8.479168333,482.3,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
545,Pyxine,11.98055,8.479171667,482.3,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
546,Pyxine,11.980555,8.479173333,482.4,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
547,Pyxine,11.980515,8.479176667,482.4,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
548,Pyxine,11.98015667,8.478575,528.8,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
549,Physcia,11.98025667,8.478556667,528.5,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
550,Physcia,11.97989167,8.481701667,499.2,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
551,Physcia,11.97988667,8.48168,499.2,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
552,Pyxine,11.97989667,8.481663333,499.3,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
553,Pyxine,11.97988,8.481803333,499.5,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
554,Pyxine,11.97991667,8.481821667,499.5,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
555,Pyxine,11.97991667,8.481821667,499.5,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
556,Pyxine,11.97991667,8.481831667,499.5,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
557,Pyxine,11.97991,8.481853333,499.5,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
558,Pyxine,11.97987667,8.48202,499.9,47.5,65,13.833,383.333,ExPoor,VPoor,Good,ExPoor,316.6666667,144.4444444,55.332,958.3325,368.6939028
559,Pyxine,11.98749167,8.552613333,485.9,59,73,51,600,ExPoor,ExPoor,ExPoor,ExPoor,393.3333333,162.2222222,204,1500,564.8888889
560,Pyxine,11.98752167,8.552696667,485.9,59,73,51,600,ExPoor,ExPoor,ExPoor,ExPoor,393.3333333,162.2222222,204,1500,564.8888889
561,Pyxine,11.98752667,8.552655,485.5,59,73,51,600,ExPoor,ExPoor,ExPoor,ExPoor,393.3333333,162.2222222,204,1500,564.8888889
562,Pyxine,11.98747167,8.552691667,485.5,59,73,51,600,ExPoor,ExPoor,ExPoor,ExPoor,393.3333333,162.2222222,204,1500,564.8888889
